Precinct,gen_con_CASTLE,gen_rep_TRUMP,gen_lib_JOHNSON,gen_dem_CLINTON,gen_gre_STEIN,gen_ind_FUENTE,pri_dem_SANDERS,pri_dem_CLINTON,pri_dem_OMALLEY,pri_rep_CARSON,pri_rep_FIORINA,pri_rep_CHRISTIE,pri_rep_TRUMP,pri_rep_BUSH,pri_rep_GILMORE,pri_rep_KASICH,pri_rep_GRAHAM,pri_rep_RUBIO,pri_rep_HUCKABEE,pri_rep_PAUL,pri_rep_SANTORUM,pri_rep_CRUZ,gen_total,rep_pri_total,dem_pri_total
12103303,0,0,0,0,0,0,117,143,10,3,2,3,208,11,0,26,0,73,0,0,0,64,0,390,270
12103303 303,1,835,33,542,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0
12103304,0,0,0,0,0,0,78,75,5,4,0,0,137,6,0,22,0,90,0,0,0,49,0,308,158
12103304 304,1,493,41,323,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,0
12103305,0,0,0,0,0,0,173,248,16,5,1,3,315,26,0,34,0,142,0,2,1,168,0,697,437
12103305 305,3,1240,62,848,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0
12103306,0,0,0,0,0,0,153,245,6,10,0,3,347,29,0,75,0,186,0,2,1,137,0,790,404
12103306 306,3,1267,56,834,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,0,0
12103307,0,0,0,0,0,0,189,291,14,6,1,3,405,24,0,46,0,164,5,1,0,120,0,775,494
12103307 307,8,1555,83,1082,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802,0,0
12103308,0,0,0,0,0,0,63,82,3,2,0,0,166,10,0,30,0,78,0,1,0,55,0,342,148
12103308 308,1,580,26,310,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0
12103309,0,0,0,0,0,0,292,411,16,10,0,2,654,38,0,95,0,325,3,4,1,269,0,1401,719
12103309 309,7,2291,97,1433,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3946,0,0
12103310,0,0,0,0,0,0,177,286,11,11,2,1,371,32,0,65,0,206,3,1,1,132,0,825,474
12103310 310,2,1317,45,931,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,0,0
12103311,0,0,0,0,0,0,100,130,11,6,3,2,213,15,0,37,0,125,0,1,0,60,0,462,241
12103311 311,0,728,22,454,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,0
12103312,0,0,0,0,0,0,79,151,7,8,0,2,208,9,0,38,0,99,1,2,0,83,0,450,237
12103312 312,1,704,32,466,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,0,0
12103313,0,0,0,0,0,0,127,146,7,6,2,0,248,7,0,37,0,128,1,0,0,107,0,536,280
12103313 313,3,968,48,498,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,0,0
12103314,0,0,0,0,0,0,79,125,7,5,1,0,151,10,0,25,0,91,1,0,0,91,0,375,211
12103314 314,0,706,30,387,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,0
12103315,0,0,0,0,0,0,55,98,8,3,0,0,162,11,0,19,0,62,0,0,0,53,0,310,161
12103315 315,4,589,32,357,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0
12103316,0,0,0,0,0,0,31,55,1,2,0,0,95,4,0,17,0,60,0,1,0,40,0,219,87
12103316 316,0,338,16,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0
12103317,0,0,0,0,0,0,192,272,15,12,0,0,303,25,0,39,0,110,1,1,3,87,0,581,479
12103317 317,3,1215,65,922,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264,0,0
12103318,0,0,0,0,0,0,99,116,4,2,1,1,163,9,0,19,0,53,1,1,0,46,0,296,219
12103318 318,3,597,35,423,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0
12103319,0,0,0,0,0,0,18,24,3,5,0,1,53,2,0,8,0,24,0,0,0,17,0,110,45
12103319 319,1,196,12,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0
12103320,0,0,0,0,0,0,147,201,16,10,0,3,257,20,0,40,0,102,0,1,0,99,0,532,364
12103320 320,5,1059,43,827,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,0
12103321,0,0,0,0,0,0,71,116,2,3,0,0,142,6,0,25,0,88,0,2,0,53,0,319,189
12103321 321,0,522,16,393,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0
12103322,0,0,0,0,0,0,295,599,20,21,1,3,511,36,0,58,0,193,4,1,2,176,0,1006,914
12103322 322,9,1976,102,1734,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941,0,0
12103323,0,0,0,0,0,0,109,192,8,8,0,0,191,15,0,28,0,85,0,3,0,52,0,382,309
12103323 323,5,762,63,704,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,0
12103324,0,0,0,0,0,0,73,227,6,2,0,0,33,5,0,4,0,29,0,0,0,27,0,100,306
12103324 324,2,244,26,752,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,0,0
12103325,0,0,0,0,0,0,147,242,13,7,3,2,220,16,0,33,0,96,2,0,1,96,0,476,402
12103325 325,1,949,45,834,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896,0,0
12103326,0,0,0,0,0,0,102,169,6,8,0,1,162,15,0,19,0,45,0,0,0,53,0,303,277
12103326 326,1,658,30,611,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,0
12103327,0,0,0,0,0,0,176,340,12,12,0,0,366,20,0,49,1,149,1,0,0,126,0,724,528
12103327 327,5,1364,61,1085,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,0,0
12103328,0,0,0,0,0,0,102,247,9,5,3,2,206,21,0,31,0,78,1,1,0,51,0,399,358
12103328 328,1,724,28,624,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,0,0
12103329,0,0,0,0,0,0,98,154,13,4,0,1,157,10,0,15,0,48,2,0,0,55,0,292,265
12103329 329,4,692,31,581,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,0,0
12103330,0,0,0,0,0,0,86,110,6,3,2,0,88,11,0,2,0,27,0,0,0,29,0,162,202
12103330 330,2,481,34,517,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,0
12103331,0,0,0,0,0,0,196,212,9,0,2,1,167,14,0,20,0,49,1,3,0,59,0,316,417
12103331 331,5,908,67,1222,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,0,0
12103332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12103332 332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12103333,0,0,0,0,0,0,124,139,7,7,0,1,165,16,1,22,0,74,0,2,1,55,0,344,270
12103333 333,3,695,36,571,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0
12103334,0,0,0,0,0,0,103,205,11,4,0,0,148,11,0,14,0,65,0,2,1,64,0,309,319
12103334 334,3,752,46,733,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,0
12103335,0,0,0,0,0,0,142,218,11,5,2,1,270,15,0,40,0,146,1,1,0,79,0,560,371
12103335 335,4,1001,57,801,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,0
12103336,0,0,0,0,0,0,107,222,7,3,0,0,217,30,0,45,1,97,3,0,0,76,0,472,336
12103336 336,4,793,34,725,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0
12103337,0,0,0,0,0,0,211,257,12,7,0,1,363,24,0,54,0,168,1,2,0,125,0,745,480
12103337 337,7,1340,88,1132,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633,0,0
12103338,0,0,0,0,0,0,125,186,6,6,1,1,252,21,0,42,1,151,2,1,0,107,0,585,317
12103338 338,4,940,45,683,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,0
12103339,0,0,0,0,0,0,152,209,10,3,0,0,174,4,0,21,0,75,1,0,0,92,0,370,371
12103339 339,8,845,55,764,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0
12103340,0,0,0,0,0,0,100,146,4,7,1,1,144,8,0,18,0,84,1,1,1,85,0,351,250
12103340 340,6,716,38,555,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,0
12103341,0,0,0,0,0,0,78,176,3,4,1,1,199,18,2,26,0,99,2,0,0,70,0,422,257
12103341 341,3,747,21,612,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0
12103342,0,0,0,0,0,0,98,189,7,7,1,0,195,19,0,48,1,111,0,0,0,87,0,469,294
12103342 342,1,822,43,619,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,0,0
12103343,0,0,0,0,0,0,107,184,2,10,0,2,342,29,0,72,0,187,0,3,0,107,0,752,293
12103343 343,1,1194,28,636,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0
12103344,0,0,0,0,0,0,132,236,16,8,1,0,670,68,0,192,0,323,1,3,1,171,0,1438,384
12103344 344,4,1907,51,949,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,0
12103345,0,0,0,0,0,0,216,279,10,4,1,1,272,30,0,41,1,98,0,2,1,107,0,558,505
12103345 345,4,1170,91,1155,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,0,0
12103346,0,0,0,0,0,0,114,181,9,2,0,0,151,16,0,20,0,38,0,2,0,55,0,284,304
12103346 346,3,684,42,762,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,0,0
12103347,0,0,0,0,0,0,135,185,7,6,2,0,245,21,1,17,0,113,1,3,1,111,0,521,327
12103347 347,5,1097,57,713,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,0,0
12103348,0,0,0,0,0,0,142,190,6,5,2,0,285,19,0,46,0,131,0,3,1,124,0,616,338
12103348 348,1,1124,54,688,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,0,0
12103349,0,0,0,0,0,0,123,224,9,11,0,0,339,15,0,51,0,166,0,1,0,135,0,718,356
12103349 349,5,1276,73,824,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2243,0,0
12103350,0,0,0,0,0,0,123,127,11,7,0,0,163,11,0,30,0,68,1,1,0,76,0,357,261
12103350 350,0,696,36,526,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,0
12103401,0,0,0,0,0,0,110,267,6,5,0,1,585,46,0,99,3,272,1,1,0,174,0,1187,383
12103401 401,2,1770,50,1019,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2909,0,0
12103402,0,0,0,0,0,0,78,161,8,6,1,2,273,20,0,65,0,113,0,3,0,52,0,535,247
12103402 402,0,789,30,585,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,0,0
12103403,0,0,0,0,0,0,142,185,6,4,1,3,294,41,0,64,0,132,1,1,1,81,0,623,333
12103403 403,2,925,37,681,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,0
12103404,0,0,0,0,0,0,121,205,6,3,0,0,280,23,0,49,0,110,0,1,0,51,0,517,332
12103404 404,2,810,34,619,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0,0
12103405,0,0,0,0,0,0,115,161,11,4,1,2,253,22,0,49,0,116,1,0,0,57,0,505,287
12103405 405,2,917,33,646,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,0
12103406,0,0,0,0,0,0,69,170,3,4,0,1,300,18,0,49,0,105,1,0,0,85,0,563,242
12103406 406,3,889,27,490,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
12103407,0,0,0,0,0,0,65,90,5,1,0,0,181,15,0,32,0,73,0,1,0,24,0,327,160
12103407 407,0,614,31,369,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054,0,0
12103408,0,0,0,0,0,0,70,112,5,3,0,2,250,22,0,45,0,92,0,2,0,61,0,477,187
12103408 408,0,741,27,451,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,0,0
12103409,0,0,0,0,0,0,70,130,7,0,0,0,149,8,0,27,0,75,0,0,0,32,0,291,207
12103409 409,1,472,27,405,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0
12103415,0,0,0,0,0,0,213,244,14,3,2,1,457,32,0,67,0,178,0,2,0,113,0,855,471
12103415 415,4,1523,67,898,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2558,0,0
12103416,0,0,0,0,0,0,72,114,3,2,0,1,184,12,0,22,0,78,0,1,0,40,0,340,189
12103416 416,0,556,20,401,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0
12103417,0,0,0,0,0,0,74,121,5,1,0,0,182,14,0,33,0,83,0,1,0,63,0,377,200
12103417 417,0,611,12,381,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0
12103418,0,0,0,0,0,0,90,182,7,8,2,1,285,19,0,49,0,93,0,1,0,75,0,533,279
12103418 418,1,912,28,555,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,0,0
12103419,0,0,0,0,0,0,51,110,7,3,1,1,171,12,0,39,0,96,0,0,0,64,0,387,168
12103419 419,0,596,17,333,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0
12103420,0,0,0,0,0,0,183,296,12,5,0,2,465,23,0,85,1,212,0,1,0,134,0,928,491
12103420 420,6,1593,63,1065,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2792,0,0
12103421,0,0,0,0,0,0,2,1,0,0,0,0,34,1,0,4,0,2,0,0,0,3,0,44,3
12103421 421,0,58,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
12103422,0,0,0,0,0,0,53,86,7,5,1,0,267,11,0,40,0,82,0,1,1,80,0,488,146
12103422 422,1,776,20,361,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0,0
12103500,0,0,0,0,0,0,50,170,2,1,1,0,28,4,0,3,0,9,0,0,0,7,0,53,222
12103500 500,3,209,19,634,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,0,0
12103501,0,0,0,0,0,0,201,232,9,7,0,0,217,18,0,22,0,75,1,4,1,109,0,454,442
12103501 501,7,923,67,1009,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,0,0
12103502,0,0,0,0,0,0,120,164,8,5,0,2,176,12,0,39,0,105,0,0,0,64,0,403,292
12103502 502,4,779,34,735,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602,0,0
12103503,0,0,0,0,0,0,84,149,6,4,0,1,165,20,0,34,0,83,0,0,0,77,0,384,239
12103503 503,7,667,41,566,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327,0,0
12103504,0,0,0,0,0,0,181,210,13,12,1,0,286,20,0,50,1,156,1,1,0,148,0,676,404
12103504 504,5,1115,67,892,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136,0,0
12103505,0,0,0,0,0,0,139,154,5,5,0,1,182,17,0,27,0,73,1,1,0,66,0,373,298
12103505 505,4,779,60,793,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,0
12103506,0,0,0,0,0,0,135,200,8,6,0,1,198,12,0,49,0,96,0,2,3,93,0,460,343
12103506 506,3,823,58,779,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,0
12103507,0,0,0,0,0,0,117,162,8,7,0,0,223,11,0,31,1,109,1,3,0,101,0,487,287
12103507 507,3,873,72,649,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654,0,0
12103508,0,0,0,0,0,0,119,166,8,6,1,0,162,13,0,21,0,58,1,4,0,83,0,349,293
12103508 508,1,654,38,573,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,0
12103509,0,0,0,0,0,0,68,97,10,0,0,1,71,4,0,7,0,39,0,2,0,26,0,150,175
12103509 509,2,358,33,438,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0
12103510,0,0,0,0,0,0,121,127,1,2,0,0,156,4,0,13,0,38,0,4,0,35,0,252,249
12103510 510,3,561,43,681,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0
12103511,0,0,0,0,0,0,149,302,5,7,0,0,284,20,0,50,0,83,1,7,0,72,0,524,456
12103511 511,1,1015,45,1012,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,0,0
12103512,0,0,0,0,0,0,29,41,0,5,1,0,59,5,0,9,0,35,0,0,0,32,0,146,70
12103512 512,0,292,33,266,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0
12103513,0,0,0,0,0,0,89,184,4,8,0,0,422,36,0,84,0,239,2,2,0,91,0,884,277
12103513 513,0,1290,37,705,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,0,0
12103514,0,0,0,0,0,0,98,129,7,7,1,3,388,22,0,71,0,113,1,1,0,84,0,691,234
12103514 514,1,1185,28,572,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,0
12103515,0,0,0,0,0,0,103,171,4,2,0,1,483,19,0,83,0,200,0,3,0,93,0,884,278
12103515 515,3,1442,28,610,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,0,0
12103516,0,0,0,0,0,0,150,473,6,3,0,0,137,8,1,8,0,44,1,5,0,56,0,263,629
12103516 516,2,656,53,1544,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,0,0
12103517,0,0,0,0,0,0,126,304,7,2,0,2,110,11,0,12,0,33,0,1,0,50,0,221,437
12103517 517,2,499,47,957,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,0
12103518,0,0,0,0,0,0,266,392,18,9,1,2,337,20,0,45,0,179,2,6,1,192,0,794,676
12103518 518,15,1740,126,1621,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599,0,0
12103519,0,0,0,0,0,0,154,187,11,11,0,1,249,11,0,34,0,104,3,8,0,97,0,518,352
12103519 519,5,1212,61,783,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2128,0,0
12103520,0,0,0,0,0,0,91,162,8,5,1,1,155,15,0,26,0,74,1,1,1,80,0,360,261
12103520 520,2,429,21,352,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0
12103521,0,0,0,0,0,0,160,209,12,4,0,0,242,21,0,46,0,143,0,4,0,127,0,587,381
12103521 521,1,814,43,685,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,0,0
12103522,0,0,0,0,0,0,190,465,14,11,2,2,385,38,0,51,0,151,0,0,1,104,0,745,669
12103522 522,2,1645,49,1382,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,0
12103523,0,0,0,0,0,0,97,235,7,5,1,2,222,29,0,44,0,120,0,0,0,52,0,475,339
12103523 523,4,881,26,692,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,0,0
12103524,0,0,0,0,0,0,59,75,4,1,0,0,85,6,0,9,0,46,0,0,0,40,0,187,138
12103524 524,1,395,32,406,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0
12103525,0,0,0,0,0,0,56,108,8,3,1,0,109,8,0,24,0,55,1,0,0,43,0,244,172
12103525 525,3,463,19,327,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0
12103526,0,0,0,0,0,0,288,472,20,21,0,1,496,38,0,79,0,265,0,8,1,172,0,1081,780
12103526 526,15,2062,149,1826,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4157,0,0
12103527,0,0,0,0,0,0,140,194,8,8,3,1,188,17,1,28,1,85,0,3,0,77,0,412,342
12103527 527,9,997,89,974,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,0,0
12103528,0,0,0,0,0,0,116,146,6,3,0,0,134,5,1,20,1,42,0,2,0,43,0,251,268
12103528 528,5,597,44,724,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,0,0
12103529,0,0,0,0,0,0,143,261,8,5,0,0,213,30,1,49,2,95,1,3,0,59,0,458,412
12103529 529,2,769,20,819,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,0,0
12103530,0,0,0,0,0,0,193,264,14,12,0,1,275,34,0,56,1,138,1,1,0,115,0,634,471
12103530 530,10,1193,62,960,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,0,0
12103531,0,0,0,0,0,0,142,194,5,5,0,0,256,24,1,44,0,138,0,2,0,90,0,560,341
12103531 531,4,1154,70,844,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,0,0
12103532,0,0,0,0,0,0,116,162,4,5,1,1,242,16,0,64,1,135,0,1,1,130,0,597,282
12103532 532,4,929,49,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,0,0
12103533,0,0,0,0,0,0,147,207,12,9,0,4,245,14,0,35,0,117,0,1,0,95,0,520,366
12103533 533,3,838,52,672,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617,0,0
12103534,0,0,0,0,0,0,145,211,5,6,0,1,298,15,0,83,0,148,1,5,1,142,0,700,361
12103534 534,11,1062,69,809,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0
12103535,0,0,0,0,0,0,308,322,13,9,0,1,320,29,0,62,0,140,0,1,2,135,0,699,643
12103535 535,1,1385,91,1387,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,0,0
12103536,0,0,0,0,0,0,138,178,6,4,0,0,318,16,0,77,0,183,1,1,0,133,0,733,322
12103536 536,5,1246,77,827,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,0,0
12103537,0,0,0,0,0,0,349,367,10,13,2,1,277,21,0,58,0,120,1,5,0,99,0,597,726
12103537 537,6,1203,100,1498,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0
12103538,0,0,0,0,0,0,283,495,17,14,0,5,734,51,0,115,0,291,1,4,1,198,0,1414,795
12103538 538,6,2331,76,1683,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4208,0,0
12103539,0,0,0,0,0,0,190,223,8,7,0,1,302,12,1,54,0,160,0,5,1,150,0,693,421
12103539 539,1,1301,83,901,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,0,0
